;No;Tweet;Relevant/irrelevant;Sentiment;Intensity;Attitude;Link
2101;2109;"Young women #refugees and from the host communities side by side, learning how to make bricks under #ilo - #unhcr on-the-job training programme funded by #eu at Mbera camp, Mauritania. #withrefugees https://t.co/zIMnVclSU1
";;neutral;low;sharing;http://twitter.com/sanosbo1/statuses/1093274302621847552
2102;2110;"QT @MartinRuhs: Yes agreed. Words really matter. That's why I started saying migrating person or migrating workers..stopped saying expat (privileged connotations) and pushed for using 'refugeed people' in my office. Refugees are migrants and all the above are people...equally so. ; UNHCR doubling down on this unhelpful approach. IMO, would be better to explain that refugees are a sub-group of “migrants” .... https://t.co/mxx8ypYlSK
";;negative;medium;action-based;http://twitter.com/BubbainSydney/statuses/1094976020266926080
2103;2112;"@melissarfleming @Refugees @RefugeesChief @UNHCRTanzania @RaoufMazou @dana_hughes Obvuåiously the responsibility of conditions in camps belongs to UNHCR. What are you going to do with it?
";;neutral;medium;action-based;http://twitter.com/norbertsauer/statuses/1092819907010383873
2104;2113;"QT @delisabet21: We"" #AfghanRefugeesInTurkey fled our homeland to survive,But we are still looking for safety. Please help us.🙏 @POTUS #Resettlement4Afghans @Refugees #UNHCR @HelpRefugees @RefugeesChief #Refugees #resettlement #Canada @UNHCRTurkey ; Spend a day with a refugee, check out these videos from @refugees via https://t.co/mGU5cciIKm #WorldRefugeeDay #WithRefugees https://t.co/XthmadSVJz
";;neutral;medium;action-based;http://twitter.com/ghost_6_6_5/statuses/1096378388728532993
2105;2114;"QT @UNHCRUSA: UNHCR I ADMIRE WHAT u DO FOR MY FRIENDS. They are now in their 2nd country. Welcome! ; What's the difference between refugees and migrants? Find out why it matters ⤵️ https://t.co/nL6VOycpKa
";;neutral;low;action-based;http://twitter.com/RashaSyira/statuses/1093838604474957824
2106;2115;"QT @amandacconn: Thank you Canada 🇨🇦 ; In a statement, Immigration Minister Hussen said ""Canada was one of the few countries to step up to work with the UNHCR to resettle these refugees directly from Libya.""
";;positive;low;sharing;http://twitter.com/Turkey_UNVienna/statuses/1095326254537027585
2107;2116;"@NickMcKim McKim they are not all refugees to start with, just because you pay 10K to a people smuggler does not make you a refugee. Thanks to the Rudd/Gillard open borders era many on Nauru and Manus are from non UNHCR countries and are refusing to return to their country of origin.
";;negative;medium;sharing;http://twitter.com/GlobalMomsChall/statuses/1096774974453567488
2108;2117;"Statement by UNHCR Special Envoy Angelina Jolie in Kutupalong refugee settlement, Bangladesh https://t.co/d4lO1KUeRS
";;neutral;low;sharing;http://twitter.com/CitImmCanada/statuses/1097900530779783168
2109;2118;"QT @ghost_6_6_5: @drkerrynphelps https://t.co/jwMJ5UVtub ; BUSINESS DEAL? WE ARE LIVING BY LOWEST HUMAN RIGHT WITH UNCERTAIN FUTURE. WHY? BECUSE OF LIBERAL PARTY'S POLICY TO ENTRANCE BAN MIGRANTS. THEY'VE REDUCED ACCEPTATION OF REFUGEES OF RECOGNIZED BY #UNHCR. THEY STAND AGAINST THE HUMAN RIGHTS JUST FOR THEIR OWN BENEFITS.😢
";;negative;medium;disliking;http://twitter.com/EducationTell/statuses/1091683081054871552
2110;2119;"QT @Refugees: الفقر شو بيعمل بالأنسان يا الله ; Have you found your happiness? We posted about Mama Hawa a couple of months ago. Our colleague in South Sudan went to visit her again. “Go and make someone happy, then you will find your happiness. At least you made me happy, so you should be happy today.” 📸UNHCR/@eujin2 https://t.co/y2A47tlFtE
";;positive;medium;action-based;http://twitter.com/Tulluu8/statuses/1091985885573320704
2111;2120;"QT @trtworld: #EnterprisingandHumanitarianForeignPolicy ; We visit Kenya's Kakuma refugee camp where Turkish aid agency TIKA is organising a health week in cooperation with the UNHCR https://t.co/HMZ5oSAdQ3
";;neutral;low;sharing;http://twitter.com/alhajkasha/statuses/1096505001290141697
2112;2121;"Run. 🏃‍♀️Walk.🚶‍♂️ Bike.🚴‍♀️ Learn how you can #StepwithRefugees and walk in solidarity with refugees around the world. Together we can reach 1 billion miles with UNHCR, the UN Refugee Agency: https://t.co/VjHURnWvEP https://t.co/Uv2WIPkNuM
";;neutral;low;sharing;http://twitter.com/John_Arash2345/statuses/1102015282137096192
2113;2122;"@samiahmed91 3/3 If you are a refugee and are in need of protection, you may want to contact the closest United Nations High Commissioner for Refugees(UNHCR) office: https://t.co/dMRXxMRPsl
";;neutral;medium;sharing;http://twitter.com/John_Arash2345/statuses/1106402278796201984
2114;2123;"New post (Boko Haram 35, 000 Rann refugees in Cameroon safe- UNHCR) has been published on Education Tell - https://t.co/Hdv7vMIZs1 https://t.co/1YPrJKqndZ
";;neutral;medium;sharing;http://twitter.com/John_Arash2345/statuses/1110488160826322945
2115;2124;"QT @UNHCRCanada: 00967771756319 We are loss of descendant of refugees under unhcr yemen in south yemen in ADen city without any collaboration of orgnization and badly atitude of hather people harassment. Also another trouble shoting of us ; A person seeking asylum cannot be returned to a country where they face serious threats to their life or freedom. https://t.co/IhBpTfSEfJ
";;neutral;low;sharing;http://twitter.com/maydayterraneo/statuses/1110827436894310400
2116;2125;"@MSF_Sea @MSF I am a Sudanese refugee from Darfur. I am one of the victims of genocide and crimes against humanity in Darfur. Now in Libya I was one of the victims of human trafficking in Libya. I applied for asylum at the United Nations High Commissioner for Refugees on 4
";;neutral;medium;sharing;http://twitter.com/John_Arash2345/statuses/1110486363630034944
2117;2126;"QT @John_Arash2345: #JESUSITrustInYou #PrayTheRosary https://t.co/WcoCSA5Ux8 #putafaceontherefugeecrisis @Refugees @UNHCRIndo @hrw @UNmigration @HerryRodin @JustinTrudeau #WithRefugees #Stepwithrefugees #refugees @jnbeuze @JesuitRefugee #UNHCR #iom @BBCWorld #WorldNews #Canada #USA #JustinTrudeau ; My Son,Samuel Arsam Sedigh,prays to Jesus and our blessed virgine Mother Mary to help us go to a new home country.🙏🕊 @Pontifex @JustinTrudeau @POTUS @FLOTUS @UNICEF @Refugees @melissarfleming @UNmigration @UN @RefugeesCE @UNHCRUSA @chiaraUNHCR @CatherineUNHCR @ShahbanouFarah https://t.co/ICNvx9WPg9
";;positive;low;sharing;http://twitter.com/saracreta/statuses/1110342986871775232
2118;2127;"QT @John_Arash2345: @Grangette74 @UNmigration https://t.co/2YAVy8J33p ; Hopefuly @UN & @hrw could Read&Assess all Documents&all weekly MedicalReports from #UN Trusted Psychologists to #IOMindonesia @UNmigration &findOut what happnd to myFamily I want #UN #UNHCR @Refugees share this Documnts with aCountry which can give us asylum to SaveLifeOfMyFamily https://t.co/M9KUolEv6t
";;neutral;medium;action-based;http://twitter.com/John_Arash2345/statuses/1104637425693814785
2119;2128;"QT @John_Arash2345: @nytimes I demand @UN & @hrw Read&Assess all Documnts&all weekly #MedicReports from #UN Trustd Psychologists 2 MedicalTeam inMakassar @IOMindonesia. @UN @Refugees #UNHCR share this Documnts & evidences with a Country which can give us asylum & #SaveLifeOfMyFamily👇 https://t.co/iEhRAGsZQK ; #JESUSITrustInYou I'm Convertd👉Catholic,Fled Iran,Recognsd #refugees @UN in Indonesia 162th Day request @Refugees #WithRefugees assess all #psychologists #MedicReports @IOMIndonesia.FindOut whats happnd to us. Share with aCountry Which Grants asylum to #SaveLife OfMyFamily @hrw https://t.co/CgMSGIjNQW
";;negative;medium;action-based;http://twitter.com/ChakerKhazaal/statuses/1110869595299172357
2120;2129;"QT @UNHCRLibya: ‼117 personas fueron interceptadas ayer mientras intentaban huir de Libia en una patera. Han sido devueltos a los centros de detención donde se les tortura. #UE, tus guardianes están muy bien entrenados. Pero no podréis ocultar al mundo las barbaridades que estáis apoyando. ; 🚨117 refugees & migrants were rescued/intercepted at sea last night at 4 am by the Libyan Coast Guard. UNHCR & partner IMC were present at the disembarkation point in Tripoli to provide life-saving humanitarian & medical assistance to all rescued persons. https://t.co/pfyx0SEUtY
";;neutral;low;sharing;http://twitter.com/halahbaharoun/statuses/1107882124554711040
2121;2130;"QT @John_Arash2345: @UN @UNDP I demand @UN & @hrw Read&Assess all Documnts&all weekly #MedicReports from #UN Trustd Psychologists 2 MedicalTeam inMakassar @IOMindonesia. @UN @Refugees #UNHCR share this Documnts & evidences with a Country which can give us asylum & #SaveLifeOfMyFamily👇 https://t.co/iEhRAGsZQK ; #JESUSITrustInYou I'm Convertd👉Catholic,Fled Iran,Recognsd #refugees @UN in Indonesia 162th Day request @Refugees #WithRefugees assess all #psychologists #MedicReports @IOMIndonesia.FindOut whats happnd to us. Share with aCountry Which Grants asylum to #SaveLife OfMyFamily @hrw https://t.co/CgMSGIjNQW
";;negative;medium;action-based;http://twitter.com/AnasAlKalla/statuses/1104374046148317184
2122;2131;"QT @AJEnglish: #Tunisia has decided to close one of the centers for #migrants, #refugees & asylum seekers in Medenine due to overcrowding & inhumane conditions. About 300/month are arriving from #Libya. UNHCR should assists & protects refugees but the reality on the ground is different.. ; ""We feel completely abandoned. We don't feel secure and protected."" Driven to suicide in Tunisia's UNHCR refugee shelter https://t.co/1P9X9UaR6M https://t.co/Oa2zwb1jIi
";;negative;medium;helpless;http://twitter.com/DominiqueHyde/statuses/1106509872420532224
2123;2132;"QT @John_Arash2345: Hopefuly @UN & @hrw could Read&Assess all Documents&all weekly MedicalReports from #UN Trusted Psychologists to #IOMindonesia &findOut whathappend to myFamily I want #UN share this Documents with a Country which can give us asylum to Save Life Of My Family https://t.co/5ZuQlZdmee ; Hopefuly @UN @hrw could Read&Assess all Documents&all weekly MedicalReports from #UN Trusted Psychologists to #IOM &findOut whats happend to myFamily I want @Refugees #UNHCR share this Documents with aCountry which can give us asylum to #SaveLifeOfMyFamily #Canada #EU @mbachelet https://t.co/HBL0mCUXXQ
";;neutral;medium;action-based;http://twitter.com/EagleSyrian1/statuses/1103382913670963200
2124;2133;"Discussing #UNHCR’s creative and sustainable methods of aid for @Refugees at the Creative Summit in #Cairo: 1️⃣ Use of drones for mapping 2️⃣ Solar energy for electricity 3️⃣ Phone apps, technology, etc. Get involved ▶️ https://t.co/8GLH9S8kTV #Refugees @UNHCR_Arabic https://t.co/EpeYcabnf6
";;neutral;low;sharing;http://twitter.com/rgowans/statuses/1102992747466768384
2125;2134;"@cnnarabic #Stop_Neglect_of_Yemeni_Refugees #Open_The_Resettlement_File_For_Yemenis #Stop_The_War_In_Yemen #UNHCR #Human_Rights_Watch #Yemeni_Refugee_Forum
";;negative;low;sharing;http://twitter.com/John_Arash2345/statuses/1109439476248371200
2126;2135;"@Adnan35528014 They are Arabic refugees, 67 prisoners, including six Arab women. Fled from death and detention in their own country to find fear and fear of arrest and insecurity for them and their children #unhcr_Thailand_where_r_u #unhcr_thailand_wakeup https://t.co/CPrVxKdSvd
";;negative;medium;action-based;http://twitter.com/johnquinley3/statuses/1106159423355940864
2127;2136;"QT @RefugeesChief: Our deepest condolences to a country that has provided such a safe and welcoming home for so many. ; All of us at UNHCR @Refugees stand firmly with the people and government of New Zealand @jacindaardern in mourning, prayer and solidarity. https://t.co/Cc0BiWX2qF
";;positive;low;sharing;http://twitter.com/notafeminist89/statuses/1110178131648892928
2128;2137;"QT @melissarfleming: #Now #UN @Refugees @UNHCR #UNHCR Do you really believe #Assad lies!? That reminds of another banner: With Love and Peace Welcome to Auschwitz. #Syria #Saydnaya #AssadCrimes #ToppleAssadToRebuildSyria #Justice #Accountability #Assad4ICC #CaesarLaw https://t.co/ilgo9DWO21 ; Sign of the times spotted at the checkpoint entering #Syria. Here on a visit with @RefugeesChief to assess how UNHCR can do even more to address staggering humanitarian needs & also continue to work to address the obstacles & create an environment conducive to voluntary return. https://t.co/VX5OBLYi08
";;positive;low;sharing;http://twitter.com/Yai26423723/statuses/1108729625532944384
2129;2138;"#Libya 05.03.19 - Stranded #migrants freely voiced their opinion and concerns to both media & the Undersecretary Mr. Al-Shibani #Migrantcrisis #Humansmuggling #Europol #TogetherForRescue #UNHCR #SOSMEDITERRANE #SeaWatch3 #SeaEye #Seenotrettung #refugees #fluechtlinge #MSF #EKD https://t.co/t0PPVQ0561
";;neutral;low;sharing;http://twitter.com/karimimahdi401/statuses/1102543193097138176
2130;2139;"QT @John_Arash2345: @UNGeneva https://t.co/idhlTsbGps ; Hopefuly @UN & @hrw 'd Read&Assess all Documnts&all weekly MedicalReports from #UN Trustd Psychologists 2 MedicalTeam inMakassar @IOMindonesia &findOut what happndToMyFamily I want @UN @Refugees #UNHCR share this Documnts with aCountry which can give us asylum &SaveLifeOfMyFamily https://t.co/I1lL6dpQvK
";;neutral;medium;action-based;http://twitter.com/MAYussuf1/statuses/1110170731135021056
2131;2140;"QT @TMclaughlin3: About time: https://t.co/Ay0CY3nAjB ; UNHCR says it will halt a review process of Chin refugees, ""recognising they may still require international protection due to the worsening security situation in southern Chin state in Myanmar."" Clashes between gov't forces and Arakan Army in Chin in recent weeks/months. https://t.co/DSnic66dPs
";;negative;low;sharing;http://twitter.com/etribune/statuses/1107865576708427776
2132;2141;"@lilibellmia @realDonaldTrump IDGAF what the UN Refugee Agency wants 🇺🇸🇺🇸🇺🇸 America first, assholes
";;negative;low;sharing;http://twitter.com/UgandanJoblines/statuses/1108663046191239168
2133;2142;"@UNHCRCanada @jnbeuze Help me with my kids please. am 23 years old am refugees in Egypt I have been here for three years with and there is no change in my life I need you help please UNHCR of Canada please do something for me please
";;neutral;low;action-based;http://twitter.com/John_Arash2345/statuses/1108388411251941378
